id,y
10001,5.714180536113799
10002,89.46425527783495
10003,84.14788922462466
10004,62.60367232914139
10005,52.44893406966856
10006,17.817881600234994
10007,78.62878409984742
10008,48.55876559376629
10009,0.9195769795575178
10010,39.493472896345125
10011,33.06917304653063
10012,181.85896083208573
10013,61.890966932572276
10014,9.759642658570515
10015,54.53745221906706
10016,115.6411197095446
10017,97.33333582543861
10018,17.85516033468557
10019,111.47028854458094
10020,98.04792383352745
10021,0.7991444789202581
10022,60.363751183318385
10023,36.05195968881409
10024,73.91340909730494
10025,90.22625240114874
10026,125.78397760469673
10027,33.580910119878354
10028,60.180099792567916
10029,99.17125615159543
10030,64.92699854591214
10031,0.39811215748530066
10032,45.039964926791804
10033,37.67057164035314
10034,143.27603978648725
10035,106.1995303750393
10036,-1.26720266993356
10037,168.2078857846295
10038,18.36654251337984
10039,25.630850277644708
10040,5.076162937941236
10041,3.255556734725744
10042,49.92222807625027
10043,2.5571928351297197
10044,23.20129675917841
10045,15.824430796029775
10046,61.77495405692796
10047,92.18762124761483
10048,66.65621926002754
10049,21.165054971905406
10050,167.7986387489846
10051,82.3407560806848
10052,35.43141033622197
10053,19.67203390296932
10054,101.44644695165937
10055,31.25900203216691
10056,10.062550774524244
10057,106.748139075149
10058,19.33663601328355
10059,49.592308346053905
10060,32.28576965921735
10061,78.58056759130903
10062,69.91092139270665
10063,26.111627133766866
10064,13.43207790097464
10065,61.58123174096874
10066,-0.5360074812220633
10067,80.92177812466664
10068,120.64294871052942
10069,110.89857639501008
10070,143.89830695568608
10071,36.37304486797137
10072,22.062076064420467
10073,67.37898482228968
10074,113.15003941257777
10075,51.42167504302119
10076,88.78622109068075
10077,0.1257908835017553
10078,27.52883092503299
10079,100.92826771321921
10080,105.38694240205498
10081,117.09907210649854
10082,87.82847906858797
10083,20.35805448954411
10084,53.80875217646477
10085,6.11019759175389
10086,59.5065674793287
10087,23.696898549660464
10088,123.85742713551821
10089,13.493905698965992
10090,28.116053125257384
10091,58.529256124853106
10092,3.335763147541668
10093,112.10329522992052
10094,98.02178442545147
10095,87.3364064214662
10096,80.61863111472579
10097,91.52166669623048
10098,23.704559247120706
10099,125.23681255698756
10100,11.769019212698533
10101,81.54410859180626
10102,5.622550008502552
10103,56.721853228425765
10104,5.598950787596236
10105,-1.5346265839760398
10106,47.80545115150783
10107,20.096162309243773
10108,0.7956647654897496
10109,3.132905643407031
10110,36.64811170585455
10111,26.508207286247284
10112,74.58251887077594
10113,72.59283781779419
10114,2.325465729651168
10115,40.36804660444203
10116,79.71925026114002
10117,42.96435777958475
10118,6.944090029950454
10119,43.78402929608948
10120,30.25867515952897
